TX_ID	SYMBOL	CHROM	STRAND	TX_START	TX_END	5_UTR	TX_EXONS	3_UTR	CDS_LENGTH
ENST00000564634	CYLD	16	1	50742118	50749798	[(50742118, 50742216), (50742762, 50742841), (50744730, 50744866), (50749576, 50749698)]	[(50742118, 50742216), (50742762, 50742841), (50744730, 50744866), (50749576, 50749798)]	[]	100
ENST00000569418	CYLD	16	1	50742050	50796881	[(50742050, 50742124), (50742762, 50742841), (50749576, 50749698)]	[(50742050, 50742124), (50742762, 50742841), (50749576, 50750202), (50751604, 50751906), (50754319, 50754424), (50776179, 50776277), (50777825, 50777941), (50779665, 50780044), (50781246, 50781411), (50782325, 50782466), (50784329, 50784451), (50786855, 50786946), (50787786, 50787852), (50791558, 50791690), (50792597, 50792705), (50793546, 50793664), (50794212, 50794428), (50796324, 50796881)]	[(50796509, 50796881)]	2862
ENST00000566024	CYLD	16	1	50794294	50801933	[]	[(50794294, 50794470), (50800820, 50800872), (50801755, 50801933)]	[(50800843, 50800872), (50801755, 50801933)]	200
ENST00000311559	CYLD	16	1	50742074	50798617	[(50742074, 50742124), (50742762, 50742841), (50744730, 50744866), (50749576, 50749698)]	[(50742074, 50742124), (50742762, 50742841), (50744730, 50744866), (50749576, 50750202), (50751604, 50751906), (50754319, 50754424), (50775166, 50775174), (50776179, 50776277), (50777825, 50777941), (50779665, 50780044), (50781246, 50781411), (50782325, 50782466), (50784329, 50784451), (50786855, 50786946), (50787786, 50787852), (50791558, 50791690), (50792597, 50792705), (50793546, 50793664), (50794212, 50794428), (50796324, 50798617)]	[(50796509, 50798617)]	2871
ENST00000568704	CYLD	16	1	50749549	50797334	[(50749549, 50749698)]	[(50749549, 50750202), (50751604, 50751906), (50754319, 50754424), (50776179, 50776277), (50777825, 50777941), (50782325, 50782466), (50784329, 50784451), (50786855, 50786946), (50787786, 50787852), (50791558, 50791690), (50792597, 50792705), (50793546, 50793664), (50794212, 50794428), (50796324, 50797334)]	[(50796509, 50797334)]	2316
ENST00000427738	CYLD	16	1	50742086	50801935	[(50742086, 50742124), (50742762, 50742841), (50749576, 50749698)]	[(50742086, 50742124), (50742762, 50742841), (50749576, 50750202), (50751604, 50751906), (50754319, 50754424), (50775166, 50775174), (50776179, 50776277), (50777825, 50777941), (50779665, 50780044), (50781246, 50781411), (50782325, 50782466), (50784329, 50784451), (50786855, 50786946), (50787786, 50787852), (50791558, 50791690), (50792597, 50792705), (50793546, 50793664), (50794212, 50794428), (50796324, 50801935)]	[(50796509, 50801935)]	2871
ENST00000398568	CYLD	16	1	50742120	50796882	[(50742120, 50742216), (50742762, 50742841), (50749576, 50749698)]	[(50742120, 50742216), (50742762, 50742841), (50749576, 50750202), (50751604, 50751906), (50754319, 50754424), (50776179, 50776277), (50777825, 50777941), (50779665, 50780044), (50781246, 50781411), (50782325, 50782466), (50784329, 50784451), (50786855, 50786946), (50787786, 50787852), (50791558, 50791690), (50792597, 50792705), (50793546, 50793664), (50794212, 50794428), (50796324, 50796882)]	[(50796509, 50796882)]	2862
ENST00000566679	CYLD	16	1	50742110	50754424	[(50742110, 50742124), (50742762, 50742841), (50749549, 50749698)]	[(50742110, 50742124), (50742762, 50742841), (50749549, 50750202), (50751604, 50751906), (50754319, 50754424)]	[]	913
ENST00000566206	CYLD	16	1	50742086	50795724	[(50742086, 50742124), (50742762, 50742822), (50749549, 50749698)]	[(50742086, 50742124), (50742762, 50742822), (50749549, 50750202), (50751604, 50751906), (50754319, 50754424), (50776179, 50776277), (50777825, 50777941), (50779665, 50780044), (50781246, 50781411), (50782325, 50782466), (50784329, 50784451), (50786855, 50786946), (50787786, 50787852), (50791558, 50791690), (50792597, 50792705), (50793546, 50793664), (50794212, 50794428), (50795548, 50795724)]	[(50795604, 50795724)]	2733
ENST00000526495	DICER1	14	-1	95086244	95158010	[(95157931, 95158010), (95141683, 95141748), (95140659, 95140759), (95133459, 95133503)]	[(95157931, 95158010), (95141683, 95141748), (95140659, 95140759), (95133315, 95133503), (95132515, 95132677), (95131509, 95131639), (95130058, 95130192), (95129472, 95129632), (95126580, 95126748), (95124196, 95124668), (95117622, 95117754), (95116453, 95116695), (95115667, 95115821), (95113092, 95113224), (95112172, 95112247), (95111317, 95111456), (95108324, 95108503), (95107880, 95108093), (95107608, 95107761), (95106041, 95106223), (95105678, 95105783), (95105071, 95105246), (95103346, 95104126), (95099780, 95099935), (95095825, 95096713), (95093888, 95094156), (95091203, 95091365), (95091034, 95091109), (95086244, 95090663)]	[(95086244, 95090497)]	5769
ENST00000541352	DICER1	14	-1	95090492	95133467	[(95133459, 95133467)]	[(95133315, 95133467), (95132515, 95132677), (95131509, 95131639), (95130058, 95130192), (95129472, 95129632), (95126580, 95126748), (95124196, 95124668), (95117622, 95117754), (95116453, 95116695), (95115667, 95115821), (95113092, 95113224), (95112172, 95112247), (95111317, 95111456), (95108324, 95108503), (95107880, 95108093), (95107608, 95107761), (95106041, 95106223), (95105678, 95105783), (95105071, 95105246), (95103346, 95104126), (95099780, 95099935), (95095825, 95096713), (95093888, 95094156), (95091034, 95091109), (95090492, 95090663)]	[(95090492, 95090613)]	5490
ENST00000531162	DICER1	14	-1	95086243	95156403	[(95156187, 95156403), (95141683, 95141748), (95140659, 95140759), (95133459, 95133503)]	[(95156187, 95156403), (95141683, 95141748), (95140659, 95140759), (95133315, 95133503), (95132515, 95132677), (95131509, 95131639), (95130058, 95130192), (95129472, 95129632), (95126580, 95126748), (95124196, 95124668), (95117622, 95117754), (95116453, 95116695), (95115667, 95115821), (95113092, 95113224), (95112172, 95112247), (95111317, 95111456), (95108324, 95108503), (95107880, 95108093), (95107608, 95107761), (95106041, 95106223), (95105678, 95105783), (95105071, 95105246), (95103346, 95104126), (95099780, 95099935), (95095825, 95096713), (95093888, 95094156), (95091203, 95091365), (95091034, 95091109), (95086243, 95090663)]	[(95086243, 95090497)]	5769
ENST00000696737	DICER1	14	-1	95095367	95157446	[(95157230, 95157446), (95133459, 95133503)]	[(95157230, 95157446), (95133315, 95133503), (95132515, 95132677), (95131509, 95131639), (95130058, 95130192), (95129472, 95129632), (95126580, 95126748), (95124196, 95124668), (95117622, 95117754), (95116453, 95116695), (95115667, 95115821), (95113092, 95113224), (95112172, 95112247), (95111317, 95111456), (95108324, 95108503), (95107880, 95108093), (95107608, 95107761), (95106041, 95106223), (95105678, 95105783), (95105071, 95105246), (95103346, 95104126), (95099780, 95099935), (95095367, 95096713)]	[(95095367, 95095771)]	5148
ENST00000527414	DICER1	14	-1	95090321	95136810	[(95136623, 95136810), (95133459, 95133503)]	[(95136623, 95136810), (95133315, 95133503), (95132515, 95132677), (95131509, 95131639), (95130058, 95130192), (95129472, 95129632), (95126580, 95126748), (95124196, 95124668), (95117622, 95117754), (95116453, 95116695), (95115667, 95115821), (95113092, 95113224), (95112172, 95112247), (95111317, 95111456), (95108324, 95108503), (95107880, 95108093), (95107608, 95107761), (95106041, 95106223), (95105678, 95105783), (95105071, 95105246), (95103346, 95104126), (95099780, 95099935), (95095825, 95096713), (95093888, 95094156), (95091203, 95091365), (95091034, 95091109), (95090321, 95090663)]	[(95090321, 95090497)]	5769
ENST00000696736	DICER1	14	-1	95090537	95157426	[(95157230, 95157426), (95141683, 95141748), (95140659, 95140759), (95133459, 95133503)]	[(95157230, 95157426), (95141683, 95141748), (95140659, 95140759), (95133315, 95133503), (95132515, 95132677), (95131509, 95131639), (95130058, 95130192), (95129472, 95129632), (95126580, 95126748), (95124196, 95124668), (95117622, 95117754), (95116453, 95116695), (95115667, 95115821), (95113092, 95113224), (95112172, 95112247), (95111317, 95111456), (95108324, 95108503), (95107880, 95108093), (95107608, 95107761), (95106041, 95106223), (95105678, 95105783), (95105071, 95105246), (95103346, 95104126), (95099780, 95099935), (95095825, 95096713), (95093888, 95094156), (95091203, 95091365), (95090537, 95091109)]	[(95090537, 95091029)]	5607
ENST00000529720	DICER1	14	-1	95086228	95157318	[(95157230, 95157318), (95141683, 95141748), (95141154, 95141187), (95140659, 95140759), (95133459, 95133503)]	[(95157230, 95157318), (95141683, 95141748), (95141154, 95141187), (95140659, 95140759), (95133315, 95133503), (95132515, 95132677), (95131509, 95131639), (95130058, 95130192), (95129472, 95129632), (95126580, 95126748), (95124196, 95124668), (95117622, 95117754), (95116453, 95116695), (95115667, 95115821), (95113092, 95113224), (95112172, 95112247), (95111317, 95111456), (95108324, 95108503), (95107880, 95108093), (95107608, 95107761), (95106041, 95106223), (95105678, 95105783), (95105071, 95105246), (95103346, 95104126), (95099780, 95099935), (95095825, 95096713), (95093888, 95094156), (95091203, 95091365), (95091034, 95091109), (95086228, 95090663)]	[(95086228, 95090497)]	5769
ENST00000532939	DICER1	14	-1	95095346	95157432	[(95157230, 95157432), (95141683, 95141748), (95140659, 95140759), (95133459, 95133503)]	[(95157230, 95157432), (95141683, 95141748), (95140659, 95140759), (95133315, 95133503), (95132515, 95132677), (95131509, 95131639), (95130058, 95130192), (95129472, 95129632), (95126580, 95126748), (95124196, 95124668), (95117622, 95117754), (95116453, 95116695), (95115667, 95115821), (95113092, 95113224), (95112172, 95112247), (95111317, 95111456), (95108324, 95108503), (95107880, 95108093), (95107608, 95107761), (95106041, 95106223), (95105678, 95105783), (95105071, 95105246), (95103346, 95104126), (95099780, 95099935), (95095346, 95096713)]	[(95095346, 95095771)]	5148
ENST00000343455	DICER1	14	-1	95086228	95157529	[(95157230, 95157529), (95133459, 95133503)]	[(95157230, 95157529), (95133315, 95133503), (95132515, 95132677), (95131509, 95131639), (95130058, 95130192), (95129472, 95129632), (95126580, 95126748), (95124196, 95124668), (95117622, 95117754), (95116453, 95116695), (95115667, 95115821), (95113092, 95113224), (95112172, 95112247), (95111317, 95111456), (95108324, 95108503), (95107880, 95108093), (95107608, 95107761), (95106041, 95106223), (95105678, 95105783), (95105071, 95105246), (95103346, 95104126), (95099780, 95099935), (95095825, 95096713), (95093888, 95094156), (95091203, 95091365), (95091034, 95091109), (95086228, 95090663)]	[(95086228, 95090497)]	5769
ENST00000393063	DICER1	14	-1	95089247	95157420	[(95157230, 95157420), (95141683, 95141748), (95140659, 95140759), (95133459, 95133503)]	[(95157230, 95157420), (95141683, 95141748), (95140659, 95140759), (95133315, 95133503), (95132515, 95132677), (95131509, 95131639), (95130058, 95130192), (95129472, 95129632), (95126580, 95126748), (95124196, 95124668), (95117622, 95117754), (95116453, 95116695), (95115667, 95115821), (95113092, 95113224), (95112172, 95112247), (95111317, 95111456), (95108324, 95108503), (95107880, 95108093), (95107608, 95107761), (95106041, 95106223), (95105678, 95105783), (95105071, 95105246), (95103346, 95104126), (95099780, 95099935), (95095825, 95096713), (95093888, 95094156), (95091203, 95091365), (95091034, 95091109), (95089247, 95090663)]	[(95089247, 95090497)]	5769
ENST00000674628	DICER1	14	-1	95086228	95157318	[(95157230, 95157318), (95141683, 95141748), (95140659, 95140759), (95134361, 95134503), (95133459, 95133503)]	[(95157230, 95157318), (95141683, 95141748), (95140659, 95140759), (95134361, 95134503), (95133315, 95133503), (95132515, 95132677), (95131509, 95131639), (95130058, 95130192), (95129472, 95129632), (95126580, 95126748), (95124196, 95124668), (95117622, 95117754), (95116453, 95116695), (95115667, 95115821), (95113092, 95113224), (95112172, 95112247), (95111317, 95111456), (95108324, 95108503), (95107880, 95108093), (95107608, 95107761), (95106041, 95106223), (95105678, 95105783), (95105071, 95105246), (95103346, 95104126), (95099780, 95099935), (95095825, 95096713), (95093888, 95094156), (95091203, 95091365), (95091034, 95091109), (95086228, 95090663)]	[(95086228, 95090497)]	5769
ENST00000696740	DICER1	14	-1	95132053	95157436	[(95157230, 95157436), (95141683, 95141748), (95140659, 95140759), (95133459, 95133503)]	[(95157230, 95157436), (95141683, 95141748), (95140659, 95140759), (95133315, 95133503), (95132053, 95132677)]	[(95132053, 95132419)]	402
ENST00000630500	DLL1	6	-1	170289701	170306565	[(170306526, 170306565), (170290140, 170290485)]	[(170306526, 170306565), (170290086, 170290485), (170289701, 170289808)]	[]	162
ENST00000366756	DLL1	6	-1	170282206	170291078	[(170290140, 170291078)]	[(170290086, 170291078), (170289512, 170289808), (170288729, 170288789), (170288239, 170288496), (170286238, 170286298), (170285569, 170285699), (170285254, 170285423), (170284919, 170285135), (170283231, 170284029), (170282988, 170283105), (170282206, 170282879)]	[(170282206, 170282873)]	2172
ENST00000418664	DSP	6	1	7541326	7586717	[(7541617, 7541915)]	[(7541326, 7542085), (7555718, 7555820), (7558116, 7558264), (7559226, 7559400), (7562652, 7562780), (7563736, 7563786), (7565359, 7565520), (7566377, 7566481), (7567354, 7567449), (7567781, 7567906), (7568437, 7568589), (7569186, 7569340), (7570437, 7570563), (7571383, 7571584), (7571842, 7572068), (7574086, 7574252), (7574657, 7574795), (7575295, 7575488), (7576294, 7576456), (7576959, 7577042), (7577779, 7577886), (7578464, 7578562), (7579275, 7579772), (7582642, 7586717)]	[(7585879, 7586572)]	7255
ENST00000683682	DSP	6	1	7541671	7556109	[(7541671, 7541915)]	[(7541671, 7542085), (7555718, 7556109)]	[(7555887, 7556109)]	339
ENST00000379802	DSP	6	1	7541671	7586714	[(7541671, 7541915)]	[(7541671, 7542085), (7555718, 7555820), (7558116, 7558264), (7559226, 7559400), (7562652, 7562780), (7563736, 7563786), (7565359, 7565520), (7566377, 7566481), (7567354, 7567449), (7567781, 7567906), (7568437, 7568589), (7569186, 7569340), (7570437, 7570563), (7571383, 7571584), (7571842, 7572068), (7574086, 7574252), (7574657, 7574795), (7575295, 7575488), (7576294, 7576456), (7576959, 7577042), (7577779, 7577886), (7578464, 7578562), (7579275, 7581569), (7582642, 7586714)]	[(7585879, 7586714)]	8616
ENST00000593072	EFTUD2	17	-1	44883140	44899403	[(44899369, 44899403), (44898975, 44899041), (44894522, 44894525)]	[(44899369, 44899403), (44898975, 44899041), (44894417, 44894525), (44886585, 44886750), (44885256, 44885334), (44883649, 44883724), (44883140, 44883158)]	[]	445
ENST00000592701	EFTUD2	17	-1	44885287	44899049	[(44898975, 44899049), (44895826, 44895989), (44894522, 44894525)]	[(44898975, 44899049), (44895826, 44895989), (44894417, 44894525), (44886585, 44886750), (44885287, 44885334)]	[]	319
ENST00000592576	EFTUD2	17	-1	44850866	44899431	[(44899369, 44899431), (44894522, 44894525)]	[(44899369, 44899431), (44894417, 44894525), (44886585, 44886750), (44885256, 44885334), (44883649, 44883724), (44883093, 44883128), (44881687, 44881722), (44880554, 44880644), (44879556, 44879638), (44875934, 44876100), (44872446, 44872570), (44868287, 44868350), (44867807, 44867897), (44864930, 44865065), (44863655, 44863782), (44862713, 44862906), (44860432, 44860543), (44859905, 44860045), (44859080, 44859181), (44857075, 44857157), (44854918, 44855004), (44854556, 44854682), (44854269, 44854356), (44853517, 44853635), (44853296, 44853390), (44852409, 44852562), (44851710, 44851817), (44850866, 44851369)]	[(44850866, 44851273)]	2889
ENST00000590124	EFTUD2	17	-1	44851047	44857121	[]	[(44857075, 44857121), (44854918, 44855004), (44854556, 44854682), (44854269, 44854356), (44853517, 44853635), (44851710, 44851817), (44851047, 44851369)]	[(44851047, 44851273)]	672
ENST00000426333	EFTUD2	17	-1	44849948	44899445	[(44899369, 44899445), (44894522, 44894525)]	[(44899369, 44899445), (44894417, 44894525), (44886585, 44886750), (44885256, 44885334), (44883649, 44883724), (44883093, 44883158), (44881687, 44881722), (44880554, 44880644), (44879556, 44879638), (44875934, 44876100), (44872446, 44872570), (44868287, 44868350), (44867807, 44867897), (44864930, 44865065), (44863655, 44863782), (44862713, 44862906), (44860432, 44860543), (44859905, 44860045), (44859080, 44859181), (44857075, 44857157), (44854918, 44855004), (44854556, 44854682), (44854269, 44854356), (44853517, 44853635), (44853296, 44853390), (44852409, 44852562), (44851710, 44851817), (44849948, 44851369)]	[(44849948, 44851273)]	2919
ENST00000591382	EFTUD2	17	-1	44850916	44899368	[(44898975, 44899368), (44894522, 44894525)]	[(44898975, 44899368), (44894417, 44894525), (44886585, 44886750), (44885256, 44885334), (44883649, 44883724), (44883093, 44883158), (44881687, 44881722), (44880554, 44880644), (44879556, 44879638), (44875934, 44876100), (44872446, 44872570), (44868287, 44868350), (44867807, 44867897), (44864930, 44865065), (44863655, 44863782), (44862713, 44862906), (44860432, 44860543), (44859905, 44860045), (44859080, 44859181), (44857075, 44857157), (44854918, 44855004), (44854556, 44854682), (44854269, 44854356), (44853517, 44853635), (44853296, 44853390), (44852409, 44852562), (44851710, 44851817), (44850916, 44851369)]	[(44850916, 44851273)]	2919
ENST00000402521	EFTUD2	17	-1	44851120	44899445	[(44899369, 44899445)]	[(44899369, 44899445), (44886585, 44886750), (44885256, 44885334), (44883649, 44883724), (44883093, 44883158), (44881687, 44881722), (44880554, 44880644), (44879556, 44879638), (44875934, 44876100), (44872446, 44872570), (44868287, 44868350), (44867807, 44867897), (44864930, 44865065), (44863655, 44863782), (44862713, 44862906), (44860432, 44860543), (44859905, 44860045), (44859080, 44859181), (44857075, 44857157), (44854918, 44855004), (44854556, 44854682), (44854269, 44854356), (44853517, 44853635), (44853296, 44853390), (44852409, 44852562), (44851710, 44851817), (44851120, 44851369)]	[(44851120, 44851273)]	2814
ENST00000428787	ELN	7	1	74028176	74048202	[(74028176, 74028187)]	[(74028176, 74028269), (74035364, 74035414), (74036555, 74036584), (74037707, 74037739), (74041216, 74041251), (74042614, 74042706), (74046696, 74046767), (74047675, 74047716), (74048142, 74048202)]	[]	500
ENST00000685240	ELN	7	1	74037707	74041251	[]	[(74037707, 74037739), (74039999, 74040028), (74041216, 74041251)]	[]	99
ENST00000380553	ELN	7	1	74028175	74069677	[(74028175, 74028187)]	[(74028175, 74028269), (74035364, 74035414), (74036555, 74036584), (74037707, 74037739), (74041216, 74041251), (74046188, 74046217), (74046696, 74046767), (74048142, 74048201), (74048503, 74048556), (74051750, 74051839), (74051924, 74051983), (74053163, 74053309), (74054716, 74054769), (74056271, 74056435), (74056672, 74056713), (74059886, 74060047), (74060140, 74060184), (74060376, 74060501), (74061101, 74061139), (74063153, 74063224), (74063310, 74063369), (74063621, 74063695), (74065694, 74065732), (74066732, 74066776), (74068657, 74069677)]	[(74068701, 74069677)]	1713
ENST00000320399	ELN	7	1	74028188	74068700	[]	[(74028188, 74028269), (74035364, 74035414), (74036555, 74036584), (74037707, 74037739), (74041216, 74041251), (74042614, 74042706), (74042984, 74043034), (74043118, 74043168), (74043879, 74043920), (74045222, 74045293), (74046188, 74046217), (74046696, 74046767), (74047675, 74047716), (74048142, 74048201), (74048503, 74048556), (74051750, 74051839), (74051924, 74051983), (74053163, 74053309), (74054716, 74054769), (74056271, 74056435), (74056672, 74056713), (74057640, 74057696), (74059886, 74060047), (74060140, 74060184), (74060376, 74060600), (74061101, 74061139), (74063153, 74063224), (74063310, 74063369), (74063621, 74063695), (74065694, 74065732), (74065944, 74065997), (74066732, 74066776), (74068657, 74068700)]	[]	2274
ENST00000357036	ELN	7	1	74028170	74069907	[(74028170, 74028187)]	[(74028170, 74028269), (74035364, 74035414), (74036555, 74036584), (74037707, 74037739), (74041216, 74041251), (74042614, 74042706), (74042984, 74043034), (74043103, 74043168), (74043879, 74043920), (74045222, 74045293), (74046188, 74046217), (74046696, 74046767), (74047675, 74047716), (74048142, 74048201), (74048503, 74048556), (74051750, 74051839), (74051924, 74051983), (74053163, 74053309), (74054716, 74054769), (74056271, 74056435), (74056672, 74056713), (74057640, 74057696), (74059886, 74060047), (74060140, 74060184), (74060376, 74060501), (74061101, 74061139), (74063153, 74063224), (74063310, 74063369), (74063621, 74063695), (74065694, 74065732), (74066732, 74066776), (74068657, 74069907)]	[(74068701, 74069907)]	2136
ENST00000438880	ELN	7	1	74028129	74051955	[(74028129, 74028187)]	[(74028129, 74028269), (74035364, 74035414), (74036555, 74036584), (74037707, 74037739), (74046696, 74046767), (74048142, 74048201), (74048503, 74048556), (74051750, 74051839), (74051924, 74051955)]	[]	504
ENST00000380584	ELN	7	1	74028158	74069907	[(74028158, 74028187)]	[(74028158, 74028269), (74035364, 74035414), (74036555, 74036584), (74037707, 74037739), (74041216, 74041251), (74042614, 74042706), (74042984, 74043034), (74043118, 74043168), (74043879, 74043920), (74045222, 74045293), (74046188, 74046217), (74046696, 74046767), (74048142, 74048201), (74048503, 74048556), (74051750, 74051839), (74051924, 74051983), (74053163, 74053309), (74054716, 74054769), (74056271, 74056435), (74056672, 74056713), (74059886, 74060047), (74060376, 74060501), (74061101, 74061139), (74063153, 74063224), (74063310, 74063369), (74063621, 74063695), (74065694, 74065732), (74066732, 74066776), (74068657, 74069907)]	[(74068701, 74069907)]	1977
ENST00000380575	ELN	7	1	74028157	74069678	[(74028157, 74028187)]	[(74028157, 74028269), (74035364, 74035414), (74037707, 74037739), (74041216, 74041251), (74042614, 74042706), (74042984, 74043034), (74043118, 74043168), (74043879, 74043920), (74045222, 74045293), (74046188, 74046217), (74046696, 74046767), (74047675, 74047716), (74048142, 74048201), (74048503, 74048556), (74051750, 74051839), (74051924, 74051983), (74053163, 74053309), (74054716, 74054769), (74056271, 74056435), (74056672, 74056713), (74059886, 74060047), (74060140, 74060184), (74060376, 74060501), (74061101, 74061139), (74063153, 74063224), (74063310, 74063369), (74063621, 74063695), (74065694, 74065732), (74066732, 74066776), (74068657, 74069678)]	[(74068701, 74069678)]	2034
ENST00000445912	ELN	7	1	74027789	74068763	[(74027789, 74028187)]	[(74027789, 74028269), (74035364, 74035414), (74036555, 74036584), (74037707, 74037739), (74041216, 74041251), (74042614, 74042706), (74042984, 74043034), (74043118, 74043168), (74043879, 74043920), (74045222, 74045293), (74046188, 74046217), (74046696, 74046767), (74047675, 74047716), (74048142, 74048201), (74048503, 74048556), (74051750, 74051839), (74051924, 74051983), (74053163, 74053309), (74054716, 74054769), (74056271, 74056435), (74056672, 74056713), (74057640, 74057696), (74059886, 74060047), (74060140, 74060184), (74060376, 74060501), (74061101, 74061139), (74063153, 74063224), (74063310, 74063369), (74063621, 74063695), (74065694, 74065732), (74066732, 74066776), (74068657, 74068763)]	[(74068701, 74068763)]	2121
ENST00000621115	ELN	7	1	74027789	74069899	[(74027789, 74028187)]	[(74027789, 74028269), (74035364, 74035414), (74037707, 74037739), (74041216, 74041251), (74042614, 74042706), (74042984, 74043034), (74043118, 74043168), (74043879, 74043920), (74046696, 74046767), (74047675, 74047716), (74048142, 74048201), (74048503, 74048556), (74051750, 74051839), (74051924, 74051983), (74053163, 74053309), (74054716, 74054769), (74056271, 74056357), (74056672, 74056713), (74059886, 74060047), (74060140, 74060184), (74060376, 74060501), (74061101, 74061139), (74063153, 74063224), (74063310, 74063369), (74063621, 74063695), (74065694, 74065732), (74066732, 74066776), (74068657, 74069899)]	[(74068701, 74069899)]	1854
ENST00000320492	ELN	7	1	74028106	74069677	[(74028106, 74028187)]	[(74028106, 74028269), (74035364, 74035414), (74036555, 74036584), (74037707, 74037739), (74042614, 74042706), (74042984, 74043034), (74043118, 74043168), (74043879, 74043920), (74045222, 74045293), (74046696, 74046767), (74048142, 74048201), (74048503, 74048556), (74051750, 74051839), (74051924, 74051983), (74053163, 74053309), (74054716, 74054769), (74056271, 74056357), (74056672, 74056713), (74059886, 74060047), (74060140, 74060184), (74060376, 74060501), (74061101, 74061139), (74063153, 74063224), (74063310, 74063369), (74063621, 74063695), (74065694, 74065732), (74065944, 74065997), (74066732, 74066776), (74068657, 74069677)]	[(74068701, 74069677)]	1932
ENST00000458204	ELN	7	1	74028163	74069677	[(74028163, 74028187)]	[(74028163, 74028269), (74035364, 74035414), (74037707, 74037739), (74041216, 74041251), (74042614, 74042706), (74042984, 74043034), (74043118, 74043168), (74043879, 74043920), (74045222, 74045293), (74046188, 74046217), (74046696, 74046767), (74047675, 74047716), (74048142, 74048201), (74048503, 74048556), (74051750, 74051839), (74051924, 74051983), (74053163, 74053309), (74054716, 74054769), (74056271, 74056435), (74056672, 74056713), (74057640, 74057696), (74059886, 74060047), (74060140, 74060184), (74060376, 74060501), (74061101, 74061139), (74063153, 74063224), (74063310, 74063369), (74063621, 74063695), (74065694, 74065732), (74065944, 74065997), (74066732, 74066776), (74068657, 74069677)]	[(74068701, 74069677)]	2145
ENST00000429192	ELN	7	1	74028173	74069904	[(74028173, 74028187)]	[(74028173, 74028269), (74035364, 74035414), (74036555, 74036584), (74037707, 74037739), (74041216, 74041251), (74042614, 74042706), (74042984, 74043034), (74043103, 74043168), (74043879, 74043920), (74045222, 74045293), (74046188, 74046217), (74046696, 74046767), (74047675, 74047716), (74048142, 74048201), (74048503, 74048556), (74051750, 74051839), (74051924, 74051983), (74053163, 74053309), (74054716, 74054769), (74056271, 74056435), (74056672, 74056713), (74059886, 74060047), (74060140, 74060184), (74060376, 74060501), (74061101, 74061139), (74063153, 74063224), (74063310, 74063369), (74063621, 74063695), (74065694, 74065732), (74066732, 74066776), (74068657, 74069904)]	[(74068701, 74069904)]	2079
ENST00000692049	ELN	7	1	74028188	74068700	[]	[(74028188, 74028269), (74035364, 74035414), (74036555, 74036584), (74037707, 74037739), (74041216, 74041251), (74042614, 74042706), (74042984, 74043034), (74043118, 74043168), (74043879, 74043920), (74045222, 74045293), (74046188, 74046217), (74046696, 74046767), (74047675, 74047716), (74048142, 74048201), (74048503, 74048556), (74051750, 74051839), (74051924, 74051983), (74053163, 74053309), (74054716, 74054769), (74056271, 74056435), (74056672, 74056713), (74057382, 74057468), (74057640, 74057696), (74059886, 74060047), (74060140, 74060184), (74060376, 74060600), (74061101, 74061139), (74063153, 74063224), (74063310, 74063369), (74063621, 74063695), (74065694, 74065732), (74065944, 74065997), (74066732, 74066776), (74068657, 74068700)]	[]	2361
ENST00000438906	ELN	7	1	74028109	74051983	[(74028109, 74028187)]	[(74028109, 74028269), (74035364, 74035414), (74036555, 74036584), (74037707, 74037739), (74042614, 74042706), (74042984, 74043034), (74043118, 74043168), (74043879, 74043920), (74045222, 74045293), (74046696, 74046767), (74047675, 74047716), (74048142, 74048201), (74048503, 74048556), (74051750, 74051839), (74051924, 74051983)]	[]	883
ENST00000252034	ELN	7	1	74028173	74069907	[(74028173, 74028187)]	[(74028173, 74028269), (74035364, 74035414), (74036555, 74036584), (74037707, 74037739), (74041216, 74041251), (74042614, 74042706), (74042984, 74043034), (74043118, 74043168), (74043879, 74043920), (74045222, 74045293), (74046188, 74046217), (74046696, 74046767), (74047675, 74047716), (74048142, 74048201), (74048503, 74048556), (74051750, 74051839), (74051924, 74051983), (74053163, 74053309), (74054716, 74054769), (74056271, 74056435), (74056672, 74056713), (74057640, 74057696), (74059886, 74060047), (74060140, 74060184), (74060376, 74060501), (74061101, 74061139), (74063153, 74063224), (74063310, 74063369), (74063621, 74063695), (74065694, 74065732), (74065944, 74065997), (74066732, 74066776), (74068657, 74069907)]	[(74068701, 74069907)]	2175
ENST00000380576	ELN	7	1	74028175	74069678	[(74028175, 74028187)]	[(74028175, 74028269), (74035364, 74035414), (74036555, 74036584), (74037707, 74037739), (74041216, 74041251), (74042614, 74042706), (74042984, 74043034), (74043118, 74043168), (74043879, 74043920), (74045222, 74045293), (74046188, 74046217), (74046696, 74046767), (74047675, 74047716), (74048142, 74048201), (74048503, 74048556), (74051750, 74051839), (74051924, 74051983), (74053163, 74053309), (74054716, 74054769), (74056271, 74056435), (74056672, 74056713), (74059886, 74060047), (74060140, 74060184), (74060376, 74060501), (74061101, 74061139), (74063153, 74063224), (74063310, 74063369), (74063621, 74063695), (74065694, 74065732), (74065944, 74065997), (74066732, 74066776), (74068657, 74069678)]	[(74068701, 74069678)]	2118
